"DATE","SUBMIT_TIME","ACCEPT_TIME","EXPECTED_LAUNCH_TIME","ACTIVATE_TIME","CLOSE_TIME","call_sign","data_collection","event_id","test_card","test_identifiers","test_type","source","setting","free_text","data_quality_engineer","modified","TEST_NAME","TEST_TRIAL_NUM","OPERATION_GUFI","VEHICLE_TYPE","WENT_NONCONFORMING","WENT_ROGUE","UVIN","USS_NAME","USS_INSTANCE_ID","FLIGHT_NUMBER","VEHICLE_DESIGNATION","TRACK_ID","gcs_location"
"2018-04-27","19:23:53.319Z","19:23:58.000Z","19:25:00Z","19:25:14.000Z","19:27:47.652Z","AK_01","1","TCL3_FLIGHT_DEMO","CNS1r1_1_1","CNS1","FLIGHT","HWITL","FIELD","","","","CNS1r1_1_1.4","","3a2daae8-471d-4fcf-acae-c091bb7c6860","F450","FALSE","FALSE","9a5bd71b-ba9b-4bcd-a073-ebbfad8d1a79","ussSimulyze","c9705268-74e1-45ee-b16b-58d567a2cc3e","CNS1r1_1_1.4","N979UA","AK_01","Hillside"
