GUFI,Activate Time,Close Time,UVIN,Flight Name,Vehicle Name,Track ID
e7786838-0712-49a4-8cf3-184aee1bd307,2017-05-24T20:58:30Z,2017-05-24T21:18:36Z,41d234a1-38c2-4c31-a76f-f08a4ccca8d7,AK_170524_BI_HighBLOS_2,ING Responder - N249UA,AK_01
